Hershey's Exotic Dark Gift Pack - 135g,250,/run/media/krishnaraj/Programs/Java/How Much/src/main/resources/data/images/miscellaneous/Gifts0.png
Bella Vita Organic Aroma Candles Soy Wax 4 X 60g each - Vanilla - Cinnamon - Lavender & Rose - Upto 15 hours - b...,358,/run/media/krishnaraj/Programs/Java/How Much/src/main/resources/data/images/miscellaneous/Gifts1.png
Indigifts Christmas Decorations for House Merry Christmas Printed Red Set of 3 Cushion Cover 12x12 inches w...,799,/run/media/krishnaraj/Programs/Java/How Much/src/main/resources/data/images/miscellaneous/Gifts2.png
Indigifts Christmas Gifts Nordic Pattern with Reindeers and Snowflakes Printed Set of 3 Cushion Cover 12x12...,799,/run/media/krishnaraj/Programs/Java/How Much/src/main/resources/data/images/miscellaneous/Gifts3.png
3D Moon Lamp 7 Colour Changeable Sensor Moon Night Light Lamp - Touch Control - Moonlight Lamp with Stand & USB for Bedrooms...,616,/run/media/krishnaraj/Programs/Java/How Much/src/main/resources/data/images/miscellaneous/Gifts4.png
Collectible India Ganesh Idol on Leaf - Lord Ganesha with Diya - Metal Hand Craved for Home Decorative Gift Puja Gifts Cor...,276,/run/media/krishnaraj/Programs/Java/How Much/src/main/resources/data/images/miscellaneous/Gifts5.png
Khamasi Hand Casting Kit | 3D Couple Casting Kit - casting kit for couples -molding powder for hand casting - Best gift for c...,1349,/run/media/krishnaraj/Programs/Java/How Much/src/main/resources/data/images/miscellaneous/Gifts6.png
Parker Vector Gift Set - Parker Roller Ball Pen With Parker Logo Round Key Chain (Ink - Blue),330,/run/media/krishnaraj/Programs/Java/How Much/src/main/resources/data/images/miscellaneous/Gifts7.png
Artvibes In This Home Decorative Wall Art MDF Wooden Wall Hanger for Living Room | Bedroom | Home Decor | Office | Gift | ...,279,/run/media/krishnaraj/Programs/Java/How Much/src/main/resources/data/images/miscellaneous/Gifts8.png
StarLaser 20 Reasons Why I Need You Message Box Gift For Anniversary Birthday And Loveable Person(Engineered Wood - Brown),218,/run/media/krishnaraj/Programs/Java/How Much/src/main/resources/data/images/miscellaneous/Gifts9.png
FYA Handheld Vacuum Cleaner Cordless - Wireless Hand Vacuum&Air Blower 2-in-1 - Mini Portable Car Vacuum Clea...,2669,/run/media/krishnaraj/Programs/Java/How Much/src/main/resources/data/images/miscellaneous/Car Appliances0.png
FYA Wireless Handheld Vacuum Cleaner - Portable High Power Cordless Mini Car Vacuum Cleaner for Home Pet Ha...,2299,/run/media/krishnaraj/Programs/Java/How Much/src/main/resources/data/images/miscellaneous/Car Appliances1.png
FYA Cordless Vacuum Cleaner for Home - 2-Speed 130W Power Suction - USB-C Rechargeable Handheld Vacuum Up to ...,5199,/run/media/krishnaraj/Programs/Java/How Much/src/main/resources/data/images/miscellaneous/Car Appliances2.png
